;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
4829;4897;2022-08-19;Galeostar;Ростелеком;Марвел;Турков;Антоновский
4830;4898;2022-08-19;IVS;Уралкалий;;Никитин;Курышев
4831;4899;2022-08-19;MTUS;Ростелеком;Марвел;Турков;Юль
4832;4900;2022-08-19;Minimax;Золотоизвлекательная фабрика Белая гора Хабаровский край;OCS;Кононов;Антоновский
4833;4901;2022-08-19;Ixcellerate;Ixcellerate;;Никитин;Антоновский
4834;4902;2022-08-19;DataRK;"АО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТОЧНЫХ ПРИБОРОВ""";;Никитин;Курышев
4835;4903;2022-08-19;Softline;Дмитрогорский мясоперерабатывающий завод;;Филипчук;Юль
4836;4904;2022-08-19;Comita;Комита;Марвел;Филипчук;Юль
4837;4905;2022-08-22;Sonet NN;Территориальный фонд обязательного медицинского страхования Нижегородской области 5253001734;Мерлион;Кононов;Тугаев
4838;4906;2022-08-22;STI;ЦОД НТВ;;Турков;Курышев
4839;4907;2022-08-22;Talmer;Сигнатек;;Попова;Тугаев
4840;4908;2022-08-22;Marvel;Центр развития перспективных технологий ( ЦРПТ);Марвел;Никитин;Курышев
4841;4909;2022-08-22;Softline;Софтлайн;;Никитин;Антоновский
4842;4910;2022-08-22;Portal-S;АО фирма «Агрокомплекс» им. Н.И. Ткачева, ИНН 2328000083;Мерлион;Кононов;Тугаев
4843;4911;2022-08-22;Alias;ЦОД ПАО Фортум;;Дьяков;Тугаев
4844;4912;2022-08-22;T1-Integration;РТИТС ( РТ Инвест Транспортные Системы);;Никитин;Курышев
4845;4913;2022-08-22;Rubitech;СБЕР;;Никитин;Антоновский
4846;4914;2022-08-22;Marvel;МТУ-С;Марвел;Кононов;Тугаев
4847;4915;2022-08-23;SDA Solutions;Госфильмофонд;;Филипчук;Антоновский
4848;4916;2022-08-23;Rubitech;ФНС;;Никитин;Юль
4849;4917;2022-08-23;Tegrus;РНИМУ им. Н.И.Пирогова МЗ РФ;Мерлион;Филипчук;Антоновский
4850;4918;2022-08-23;Ixcellerate;Ixcellerate;;Никитин;Антоновский
4851;4919;2022-08-23;Oberon;Сбербанк;Марвел;Нилов;Юль
4852;4920;2022-08-23;Nix;;НИКС;Дианова;Тугаев
4853;4921;2022-08-23;Talmer;ЦРПТ;;Попова;Тугаев
4854;4922;2022-08-23;Iteco;Телекомпания НТВ;;Филипчук;Антоновский
4855;4923;2022-08-23;AT Consulting;МИАЦ;;Филипчук;Тугаев
4856;4924;2022-08-24;Test;МИАЦ;;Филипчук;Петров
4857;4925;2022-08-24;Rubitech;РУППУР;;Никитин;Тугаев
4858;4926;2022-08-24;AV-Integra;Таиф-Сибур;;Нилов;Курышев
4859;4927;2022-08-24;Skif-M;"ООО ""СКИФ-М""";;Дьяков;Тугаев
4860;4928;2022-08-24;AtomData;Атомдата;;Никитин;Юль
4861;4929;2022-08-24;Rubitech;РУППУР;;Никитин;Курышев
4862;4930;2022-08-24;Marvel;ФениксКонстракшн;Марвел;Филипчук;Юль
4863;4931;2022-08-24;Rapet-In;ООО «РАТЕП-ИННОВАЦИЯ»;;Черкашин;Тугаев
4864;4932;2022-08-24;M-Invest;СТК Развитие;;Попова;Тугаев
4865;4933;2022-08-25;R&M;R&M;;Кононов;Тугаев
4866;4934;2022-08-25;Avilex;ДИТ (для СК РФ);Мерлион;Турков;Курышев
4867;4935;2022-08-25;ICL;ПАО Казанский завод органического синтеза (Казань);;Турков;Курышев
4868;4936;2022-08-25;Sitronics;Сибур;;Дианова;Тугаев
4869;4937;2022-08-25;Paladin;Профхолод;;Турков;Юль
4870;4938;2022-08-25;ICL;Норникель;;Турков;Курышев
4871;4939;2022-08-25;Brevis;Тулаточмаш;;Попова;Тугаев
4872;4940;2022-08-25;SDA Solutions;Гикаком Системс;;Филипчук;Антоновский
4873;4941;2022-08-26;Elcomtrading;"1-АО ""НИЦ СПб ЭТУ""";;Нилов;Петров
4874;4942;2022-08-26;Wizard;АстраЗенека Фармасьютикалз;;Турков;Курышев
4875;4943;2022-08-26;greenhub;Авиакомпания Россия;Марвел;Турков;Петров
4876;4944;2022-08-26;RentNet;Ретн-Нет;;Кононов;Тугаев
4877;4945;2022-08-26;Marvel;Сбербанк;Марвел;Нилов;Тугаев
4878;4946;2022-08-26;IVS;"ПАО ""Т-ПЛЮС""";;Никитин;Петров
4879;4947;2022-08-26;Lanit Nord;Ланит-Норд;;Попова;Тугаев
4880;4948;2022-08-26;Marvel;РТК ЦТ;;Турков;Курышев
4881;4949;2022-08-26;TSO;МГТУ им. Н.Э. Баумана;Марвел;Филипчук;Юль
4882;4950;2022-08-26;IBS Platformix;Газпромнефть ЗКО;Марвел;Филипчук;Курышев
4883;4951;2022-08-26;Marvel;ДАТАПРО;;Никитин;Петров
4884;4952;2022-08-26;DataRK; ПАО Уралкалий;;Никитин;Курышев
4885;4953;2022-08-26;Marvel;Сбер;Марвел;Нилов;Курышев
4886;4954;2022-08-26;Croc;;;Никитин;Курышев
4887;4955;2022-08-26;USSB;АО  «Новорослесэкспорт» (АО «НЛЭ»);;Никитин;Курышев
4888;4956;2022-08-26;Softline;Росприроднадзор;;Никитин;Петров
4889;4957;2022-08-29;HTS;;;;Курышев
4890;4958;2022-08-29;BinCom;УМВД по Брянской области;;Кононов;Тугаев
4891;4959;2022-08-29;Tsentrelectromontazh;Яндекс;Марвел;Филипчук;Епихин
4892;4960;2022-08-29;Tela Telecom;Акционерное общество «Ванинский Морской Торговый Порт»;Марвел;Филипчук;Петров
4893;4961;2022-08-29;Ixcellerate;Ixcellerate;;Никитин;Курышев
4894;4962;2022-08-29;SDA Solutions;ООО Гикаком Системс;;Филипчук;Петров
4895;4963;2022-08-29;Talmer;МФИ Соф;;Попова;Тугаев
4896;4964;2022-08-29;Satel;Арктик СПГ 2;;Турков;Петров
4897;4965;2022-08-29;BinCom;ОБУЗ «КГССМП»;;Кононов;Тугаев
4898;4966;2022-08-30;Mascom-it;"ГКУ АМУРУПРАДОР, ИНН
2801025890";Марвел;Турков;Петров
4899;4967;2022-08-30;audiovideosystems;Оператор Электронного Правительства Свердловской области;Марвел;Турков;Епихин
4900;4968;2022-08-30;Technodinamica;КАЗАНСКИЙ ГИПРОНИИАВИАПРОМ ИМ. Б.И. ТИХОМИРОВА  ПАО «Туполев»;;Филипчук;Курышев
4901;4969;2022-08-30;Vybos;ФГУП КВАНТ Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, СНТ Городское, Красносельская ул., д.27.;;Филипчук;Епихин
4902;4970;2022-08-30;Smartc;ПАО Сбербанк;;Дьяков;Тугаев
4903;4971;2022-08-30;Pronet;ГОСЗНАК;;Никитин;Курышев
4904;4972;2022-08-30;Inline telecom;ЦХД;;Турков;Юль
4905;4973;2022-08-30;Telesvyaz;ГК Телесвязь;;Кононов;Тугаев
4906;4974;2022-08-30;Marvel;РТК ЦТ;Марвел;Турков;Епихин
4907;4975;2022-08-30;Marvel;РТК ЦТ;Марвел;Турков;Епихин
4908;4976;2022-08-30;Ixcellerate;Ixcellerate;;Никитин;Епихин
4909;4977;2022-08-30;Telecom Integratsiya;ОРВД (Москва, Екатеринбург);;Турков;Петров
4910;4978;2022-08-30;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Юль
4911;4979;2022-08-30;Rubitech;Лахта-Центр;;Никитин;Петров
4912;4980;2022-08-30;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Петров
4913;4981;2022-08-30;test;;;Филипчук;Юль
4914;4982;2022-08-31;Electroagregat;Электроагрегат;;Черкашин;Тугаев
4915;4983;2022-08-31;Vingard;;;Турков;Епихин
4916;4984;2022-08-31;Ixcellerate;Ixcellerate;;Никитин;Епихин
4917;4985;2022-08-31;Absolute Technologies;АО «Абсолютные Технологии»;;Никитин;Петров
4918;4986;2022-08-31;Merlion;Университет Синергия;Мерлион;Никитин;Курышев
4919;4987;2022-08-31;Technoit;Ростовская АЭС;Марвел;Турков;Петров
4920;4988;2022-08-31;Yandex;Яндекс;Марвел;Филипчук;Юль
4921;4989;2022-08-31;Marvel;Взлет Мск;Марвел;Турков;Петров
4922;4990;2022-08-31;Softline;ВТБ банк Армения;;Турков;Курышев
4923;4991;2022-08-31;Marvel;Ядро;Марвел;Турков;Юль
4924;4992;2022-09-01;Inforser;Московский метрополитен;;Турков;Петров
4925;4993;2022-09-01;Tegrus;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПОДДЕРЖКИ""";Мерлион;Филипчук;Епихин
4926;4994;2022-09-01;Rubitech;АО ИК «Атомстройэкспорт»;;Никитин;Епихин
4927;4995;2022-09-01;Stinco;Стинко;;Дьяков;Тугаев
4928;4996;2022-09-01;ServiceElectro;"ООО ""СервисЭлектро""";;Дьяков;Тугаев
4929;4997;2022-09-01;Rubitech;ФНС;;Никитин;Епихин
4930;4998;2022-09-01;I-core;;;Никитин;Курышев
4931;4999;2022-09-01;Marvel;PNK group;Марвел;Филипчук;Юль
4932;5000;2022-09-01;Оберон;Сбербанк;;Нилов;Юль
4933;5001;2022-09-01;Open technology;Русгидро - Чебоксарская ГЭС;Марвел;Турков;Юль
4934;5002;2022-09-02;Rubitech;РЕСО-Гарантия;;Никитин;Петров
4935;5003;2022-09-02;Oberon;СБ Сколково;;Нилов;Курышев
4936;5004;2022-09-02;Iso-energo;"ООО ""Газпромнефть-Снабжение""";Мерлион;Кононов;Тугаев
4937;5005;2022-09-02;Itogo;ООО Хартия;;Филипчук;Юль
4938;5006;2022-09-02;ASK computers;DNS;;Филипчук;Епихин
4939;5007;2022-09-02;Luis+;;;Кононов;Тугаев
4940;5008;2022-09-02;Stacktelecom;Стек Телеком;;Турков;Юль
4941;5009;2022-09-02;IBS Platformix;НорНикель;Марвел;Турков;Юль
4942;5010;2022-09-02;3data;3ДАТА;;Никитин;Петров
4943;5011;2022-09-02;3logic;3logic;;Турков;Петров
4944;5012;2022-09-02;VBK;ГУ МВД России по Свердловской области;Марвел;Филипчук;Петров
4945;5013;2022-09-02;Rubitech;РЕСО-Гарантия;;Никитин;Петров
4946;5014;2022-09-02;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Петров
4947;5015;2022-09-05;Talmer;МФИ Соф;;Попова;Тугаев
4948;5016;2022-09-05;Marvel;Газпромнефть ИТО;Марвел;Филипчук;Петров
4949;5017;2022-09-05;IVS;РТС ( ООО Региональные Теле Системы);;Никитин;Петров
4950;5018;2022-09-05;Sonet Inv;;;Дианова;Тугаев
4951;5019;2022-09-05;Paradigma;Гардиан Стекло Ростов;Марвел;Турков;Юль
4952;5020;2022-09-05;Sinto;Белебеевский Молочный Комбинат, АО;;Филипчук;Петров
4953;5021;2022-09-05;USSB;АО РОТЭК;;Никитин;Епихин
4954;5022;2022-09-05;Impuls Telekom;АО «СИТРОНИКС»,;;Филипчук;Юль
4955;5023;2022-09-06;IBS Platformix;Парус Электро;Марвел;Турков;Петров
4956;5024;2022-09-06;Ford Dialog;ИТС ЧЕБОКСАРСКОЙ ГОРОДСКОЙ АГЛОМЕРАЦИИ;;Филипчук;Епихин
4957;5025;2022-09-06;Croc;Крок;OCS;Кононов;Тугаев
4958;5026;2022-09-06;Talmer;МФИ Соф;;Попова;Тугаев
4959;5027;2022-09-06;Talmer;МФИ Соф;;Попова;Тугаев
4960;5028;2022-09-06;Marvel;Яндекс;Марвел;Филипчук;Тугаев
4961;5029;2022-09-06;Softline;Тольяттиазот, ПАО;Марвел;Филипчук;Петров
4962;5030;2022-09-06;Tempesto;"АО ""Онежский судостроительный-судоремонтный завод""";;Попова;Тугаев
4963;5031;2022-09-06;Marvel;РТК ЦТ;Марвел;Турков;Петров
4964;5032;2022-09-07;OCS;Газпромнефть ИТО;OCS;Турков;Юль
4965;5033;2022-09-07;Servionica;Мосэнергосбыт;;Никитин;Курышев
4966;5034;2022-09-07;Rittal;МТС;;Дианова;Тугаев
4967;5035;2022-09-07;kv-projects;ТНС Энерго Великий Новгород;;Турков;Петров
